sold_date,sold_price,year_built,garage,sqft,type,price,transport,services,beds,floors,baths,lot_sqft
2017-02-06,14.360974455087673,1917.0,,,multi_family,71.84518786407067,False,2,6.0,,3.0,1306.6666666666667
1992-01-30,20.28405689135089,1895.0,2.0,,multi_family,127.3020878470404,False,2,4.0,,2.0,899.3333333333334
2015-09-09,15.27577683035189,1950.0,1.0,233.33333333333334,condos,28.183745202984614,False,2,1.0,15.0,1.0,
,,1959.0,2.0,706.6666666666666,single_family,69.08843830601154,False,5,3.0,,2.0,1250.0
2005-05-13,70.93317705284873,1923.0,2.0,,single_family,90.9170428675022,True,2,4.0,2.0,2.0,
,,1882.0,,579.3333333333334,single_family,39.11867559380798,False,5,5.0,3.0,2.0,1045.3333333333333
2019-02-14,1.80717469136862,,,,land,,False,2,,,0.0,1306.6666666666667
,,1920.0,2.0,559.6666666666666,single_family,61.831836772640784,False,5,4.0,2.0,1.0,1435.0
2022-01-21,49.089848867496336,1915.0,2.0,400.0,single_family,92.75958501936984,False,5,4.0,2.0,3.0,1041.0
,,1963.0,1.0,283.3333333333333,condos,30.03181754162373,False,2,1.0,30.0,1.0,
,,1891.0,2.0,672.0,single_family,13.397589111103507,False,5,4.0,2.0,2.0,1041.6666666666667
,,1925.0,1.0,800.0,single_family,72.71812087149895,False,1,4.0,,3.0,
1986-11-01,12.014601291606645,1935.0,2.0,448.3333333333333,single_family,16.377278367705244,False,5,2.0,2.0,2.0,1423.0
,,1890.0,,566.6666666666666,single_family,50.052008942860425,False,1,1.0,2.0,3.0,2400.0
2023-07-11,32.78620783965045,1958.0,2.0,851.0,single_family,75.4485206844496,False,5,4.0,2.0,4.0,
2016-03-25,95.44868580342266,1999.0,1.0,467.0,condos,92.73813994985916,True,5,2.0,58.0,2.0,
2006-11-13,47.27572497415712,1966.0,,412.3333333333333,single_family,62.71503822348534,False,5,3.0,,2.0,1613.3333333333333
2021-04-14,12.833486975961117,1918.0,2.0,844.0,single_family,38.20240006881937,False,5,6.0,2.0,3.0,1250.3333333333333
2016-09-02,75.85282551247643,2005.0,1.0,,condos,90.74224576264402,True,2,2.0,5.0,2.0,
,,1965.0,,483.3333333333333,condos,121.76539572856436,False,2,2.0,70.0,2.0,
,,1886.0,,400.0,condos,90.72310441088968,False,5,2.0,4.0,2.0,
2010-05-21,10.888863688174768,1894.0,,,multi_family,72.73955559680732,False,5,8.0,,3.0,1016.3333333333334
,,2003.0,,,condos,36.40981247940297,False,5,3.0,3.0,2.0,
,,1918.0,2.0,,multi_family,160.01933606194532,False,2,8.0,,4.0,1166.6666666666667
2011-06-27,65.46671207620868,1950.0,1.0,600.0,condos,81.67611960204742,True,1,3.0,23.0,3.0,
1999-01-13,15.198704578303488,1941.0,,400.6666666666667,single_family,48.19261383469435,False,3,3.0,2.0,2.0,
,,,,666.6666666666666,condos,81.85772948648788,False,2,3.0,3.0,2.0,
2018-07-05,62.73004786190574,1993.0,2.0,,townhomes,85.11837224305692,True,2,3.0,4.0,2.0,
,,1903.0,2.0,,multi_family,77.3112128842483,False,2,5.0,,3.0,1250.0
1986-03-01,12.299068179611957,1942.0,2.0,283.3333333333333,single_family,51.837664485476246,False,2,4.0,2.0,2.0,1464.0
1987-02-01,4.914321824827222,1957.0,,266.6666666666667,condos,26.557274266427065,False,2,1.0,3.0,1.0,
2017-11-08,93.68392616078721,,1.0,458.6666666666667,condos,143.31009302842014,True,2,2.0,3.0,4.0,
,,1903.0,,,multi_family,56.35525718621532,False,2,4.0,,3.0,2280.0
,,1905.0,2.0,1239.6666666666667,multi_family,90.72657636627206,False,2,7.0,,4.0,
2000-11-08,17.27104893590411,1944.0,2.0,500.0,single_family,39.091422499538,False,2,3.0,1.0,1.0,1458.3333333333333
2016-03-29,45.83650653738219,,,562.0,condos,41.844127960852745,False,2,3.0,3.0,2.0,
,,1998.0,1.0,533.3333333333334,condos,102.74226711421598,False,1,2.0,4.0,2.0,
,,,2.0,466.6666666666667,single_family,20.926593365311973,False,1,3.0,2.0,2.0,2088.0
,,1965.0,400.0,995.0,condos,235.49154803437347,False,2,3.0,70.0,4.0,
1995-12-22,33.720268453334214,1932.0,2.0,402.6666666666667,single_family,81.80390724191106,False,3,3.0,2.0,3.0,
2011-11-07,6.569566193781523,1925.0,,400.0,condos,45.37649298546689,False,2,2.0,3.0,1.0,
1990-03-08,17.487616456690468,,,,single_family,118.18453632871994,False,5,3.0,2.0,2.0,960.0
,,1914.0,,,multi_family,147.26509523527088,False,5,12.0,,8.0,
1999-10-25,23.10831207428925,1954.0,2.0,740.6666666666666,single_family,103.13657602556894,False,2,3.0,2.0,3.0,1041.6666666666667
2023-12-28,30.7507024227071,1963.0,1.0,290.0,condos,59.81842040053525,False,2,2.0,27.0,1.0,
2013-06-06,29.118097345466563,1952.0,1.0,927.3333333333334,single_family,54.55717391813451,False,2,5.0,2.0,4.0,1582.6666666666667
2002-01-18,14.757988976908816,1905.0,2.0,,multi_family,21.812347513495286,False,5,6.0,,3.0,2083.3333333333335
,,1907.0,,623.3333333333334,single_family,18.209198173502113,False,2,3.0,2.0,2.0,
2012-12-24,37.74886200741755,1957.0,,,condos,45.44721658707237,False,5,1.0,23.0,1.0,
2017-11-03,70.92185040980254,1914.0,,600.0,condos,97.30938704693779,True,5,3.0,3.0,2.0,
2013-05-31,74.57976683369203,1998.0,1.0,666.6666666666666,townhomes,104.58550500546556,True,1,2.0,4.0,3.0,
1989-03-28,13.661260670492167,1893.0,2.0,,multi_family,104.54989386994833,False,2,6.0,,3.0,1666.6666666666667
,,2006.0,1.0,442.3333333333333,condos,84.58351239984415,False,2,2.0,46.0,2.0,
2006-08-14,329.98738663415685,2003.0,2.0,1333.3333333333333,single_family,372.53447570427767,True,2,4.0,3.0,6.0,554.6666666666666
2016-07-29,53.66066337140164,1967.0,,385.6666666666667,condos,50.89563478804601,False,5,2.0,19.0,2.0,
2013-08-28,27.2933656736367,1991.0,1.0,400.0,condos,51.83103421173581,False,2,2.0,3.0,2.0,
2021-07-22,43.22991540608664,1945.0,1.0,453.0,single_family,100.00639670497071,False,5,3.0,2.0,3.0,1818.6666666666667
1981-05-27,12.74036574460968,1912.0,2.0,1400.0,multi_family,30.012645104927714,False,2,10.0,,5.0,12922.666666666666
2006-10-26,96.3818734013183,1992.0,1.0,,single_family,97.2777744910344,True,1,2.0,2.0,3.0,508.3333333333333
2016-01-11,105.46240914383037,1955.0,,820.0,townhomes,143.61653427115567,True,5,4.0,3.0,3.0,
,,1921.0,2.0,1171.3333333333333,single_family,94.54892847510098,False,2,3.0,2.0,2.0,
,,,,,land,636.195213828685,False,2,,,0.0,7625.0
2021-07-27,90.0054304463853,1920.0,1.0,501.6666666666667,single_family,109.12767995324315,True,2,3.0,2.0,2.0,3116.0
,,1882.0,,,single_family,32.74978512361097,False,2,2.0,1.0,1.0,
,,1911.0,,,condos,57.28659079528652,False,2,2.0,3.0,2.0,
1986-08-01,20.915538276875832,1923.0,2.0,959.6666666666666,single_family,70.0154329412569,False,2,4.0,2.0,3.0,1666.6666666666667
2005-12-08,22.749268410921477,1907.0,,,single_family,39.07308647735096,False,5,4.0,2.0,3.0,2783.3333333333335
2019-05-10,61.39680303236056,,1.0,411.6666666666667,condos,70.93005462464498,True,2,2.0,5.0,2.0,
2001-12-05,39.085322132805054,1998.0,1.0,,townhomes,78.21004261372461,False,5,2.0,3.0,2.0,
2013-02-11,21.326683964848414,1917.0,2.0,542.0,single_family,70.00584289460379,False,5,3.0,2.0,2.0,816.0
2013-07-18,15.447490630270291,1956.0,2.0,346.6666666666667,single_family,28.189144003120763,False,5,3.0,1.0,2.0,1041.0
2009-10-29,4.53114531953226,,,,land,5.4920005380723556,False,2,,,0.0,1161.6666666666667
,,2004.0,,,condos,59.82250110621043,False,2,2.0,7.0,2.0,
,,1917.0,,266.6666666666667,condos,58.02936516753431,False,2,1.0,3.0,1.0,
1998-04-27,92.73933629460613,1957.0,2.0,2232.0,single_family,154.57869270221636,True,2,7.0,2.0,8.0,
2017-05-08,192.18314875607717,2005.0,1.0,634.0,condos,154.53145930018312,True,5,2.0,52.0,3.0,
1989-03-22,15.135801669350963,1917.0,2.0,,multi_family,30.92249540554534,False,2,4.0,,2.0,1597.3333333333333
2023-05-15,38.23526927347717,,2.0,701.0,single_family,79.98257853398378,False,2,5.0,2.0,2.0,1815.0
2019-08-05,58.222019911627314,1913.0,,,multi_family,73.59667725926063,True,5,6.0,,3.0,1016.3333333333334
2008-01-23,50.75699754419368,1908.0,,,condos,40.91614680212711,False,2,3.0,1.0,1.0,
2001-09-27,30.04777004575812,1963.0,2.0,842.3333333333334,single_family,64.5792556513608,False,2,3.0,1.0,3.0,
2017-06-26,227.2543951273288,,2.0,,single_family,300.0103889401111,True,2,5.0,3.0,4.0,1041.6666666666667
2001-06-07,22.372687206587162,1903.0,2.0,371.0,single_family,18.19510125824712,False,5,2.0,1.0,1.0,
2019-08-16,86.35693016323327,1908.0,2.0,560.0,single_family,112.71523184011443,True,2,4.0,2.0,3.0,1041.0
,,1938.0,,330.6666666666667,single_family,27.295927023512068,False,5,3.0,2.0,1.0,580.6666666666666
1987-03-03,4.642125725543193,1892.0,,550.0,single_family,21.827682817044952,False,2,4.0,2.0,2.0,
,,1885.0,,783.0,multi_family,68.23069497258602,False,5,6.0,,2.0,
,,1924.0,2.0,,multi_family,39.14757062399201,False,2,9.0,,3.0,1306.6666666666667
2000-11-03,35.141999983051186,1991.0,1.0,608.3333333333334,townhomes,34.54656280916276,False,2,3.0,2.0,3.0,575.0
2017-09-08,44.38886660506876,1920.0,2.0,666.6666666666666,single_family,77.28968633094539,False,1,2.0,2.0,2.0,
2017-09-08,41.82634707858934,1882.0,4.0,2265.0,single_family,63.45864009821786,False,2,4.0,3.0,3.0,2533.3333333333335
,,1958.0,,366.6666666666667,condos,29.97184648289387,False,5,2.0,1.0,1.0,
2023-01-30,27.30888951701537,1922.0,,,multi_family,50.00672790142192,False,5,7.0,,4.0,
2015-10-07,22.75983673902563,1920.0,1.0,,condos,42.78131765075944,False,5,2.0,3.0,1.0,
2022-02-24,22.74343432314623,1931.0,2.0,733.3333333333334,single_family,41.686837637173305,False,1,4.0,2.0,3.0,
2022-10-21,20.012169658249224,1951.0,,368.0,single_family,23.671939434102637,False,5,3.0,1.0,1.0,1350.3333333333333
,,2015.0,,,mobile,16.369876288529415,False,2,3.0,,2.0,750.0
2020-11-10,24.958331370079048,,,333.3333333333333,condos,31.833417109510734,False,2,2.0,3.0,2.0,
2023-01-09,50.03775797006199,1908.0,,766.6666666666666,condos,59.13559590534795,False,2,3.0,4.0,3.0,
2019-04-29,36.35694139172436,1895.0,,,condos,46.93278928958839,False,3,2.0,3.0,1.0,
2022-11-29,32.3523301558128,1921.0,2.0,572.0,single_family,112.77422353224884,False,2,4.0,2.0,3.0,1041.6666666666667
1982-07-15,12.191268677514213,1955.0,2.0,390.0,single_family,59.86776972760681,False,1,3.0,1.0,2.0,1660.6666666666667
2021-01-26,27.303263208353748,1966.0,,,condos,33.65420575657423,False,2,2.0,6.0,2.0,
2019-10-28,10.958963796646508,1944.0,3.0,390.0,single_family,59.20047235972968,False,2,4.0,2.0,2.0,1791.6666666666667
,,2015.0,1.0,1466.6666666666667,condos,445.4733973957981,False,2,4.0,4.0,4.0,
,,1955.0,2.0,360.0,single_family,48.17456609547184,False,5,3.0,1.0,1.0,
2012-03-12,21.07624451997026,,1.0,308.0,condos,36.359098706450254,False,2,1.0,10.0,1.0,
,,1971.0,,476.6666666666667,condos,56.41374866985226,False,5,3.0,3.0,2.0,
,,2014.0,1.0,,condos,139.10593782332614,False,2,3.0,3.0,2.0,
,,,2.0,600.0,single_family,110.05741619633773,False,5,3.0,2.0,3.0,
,,1882.0,,,multi_family,16.218399910699937,False,5,5.0,,2.0,
2007-02-15,93.19962990929325,1898.0,2.0,600.0,condos,111.34112881324747,True,5,2.0,4.0,2.0,
2020-10-20,70.93179761863756,1907.0,2.0,835.3333333333334,single_family,90.03240468440383,True,2,4.0,2.0,3.0,2866.3333333333335
,,1969.0,,297.6666666666667,single_family,22.72333668995953,False,2,4.0,2.0,2.0,
2009-07-10,11.81623452349135,1911.0,,448.0,single_family,7.250314052959413,False,2,2.0,2.0,2.0,2025.0
2005-02-23,7.253122666984446,1906.0,2.0,766.6666666666666,single_family,70.91261010790994,False,2,4.0,2.0,3.0,
2018-10-03,114.55516404534478,1988.0,1.0,533.3333333333334,condos,118.19526706641307,True,5,3.0,61.0,3.0,
2021-01-08,33.68718646493111,1952.0,2.0,770.0,single_family,70.91332643335797,False,2,3.0,2.0,3.0,1250.0
2017-03-13,93.63775799726069,1919.0,3.0,1335.0,single_family,213.66023002424734,True,5,4.0,2.0,5.0,5766.666666666667
2017-03-02,24.216132350890494,1918.0,,333.3333333333333,condos,36.370897829346035,False,5,2.0,3.0,1.0,
2020-05-20,32.77166721814974,1974.0,1.0,333.3333333333333,condos,36.389066170076156,False,5,2.0,5.0,2.0,
,,,,,land,172.5560449035721,False,2,,,0.0,1742.3333333333333
2021-04-19,33.64352330359398,2001.0,,233.33333333333334,condos,40.91362984289339,False,1,1.0,3.0,1.0,
1996-10-08,8.842113643193912,1948.0,,346.6666666666667,townhomes,9.10756621407306,False,5,2.0,3.0,1.0,
2018-09-24,66.94031891492297,2004.0,1.0,,condos,70.47669214530602,True,2,2.0,7.0,2.0,
1999-06-28,43.67599050010833,1991.0,2.0,645.3333333333334,single_family,112.75586774587698,False,5,3.0,2.0,4.0,1118.0
2012-05-03,10.914282682070636,1921.0,,,condos,16.38387986469109,False,2,3.0,3.0,2.0,
2008-01-29,236.37916707009452,1985.0,1.0,1266.6666666666667,townhomes,190.95983074885908,True,3,4.0,4.0,5.0,
2019-03-11,175.48547551360733,1921.0,1.0,,condos,177.29470542623267,True,2,3.0,6.0,2.0,
,,1923.0,1.0,866.6666666666666,single_family,108.89010397532773,False,5,4.0,,3.0,
,,1949.0,2.0,833.3333333333334,single_family,78.17775852751241,False,2,3.0,2.0,3.0,2666.6666666666665
2022-09-06,257.2970134371143,,2.0,,multi_family,308.1640847039978,True,5,6.0,,4.0,1016.3333333333334
1992-10-23,2.74505613550205,,,,land,15.385018850673204,False,2,,,0.0,1041.6666666666667
2004-09-29,17.308645419992924,1900.0,2.0,352.0,single_family,20.02604627622028,False,2,4.0,2.0,2.0,1041.6666666666667
1995-08-28,30.013286649458443,1893.0,,600.0,single_family,81.64647033501225,False,5,3.0,2.0,3.0,1041.0
2007-08-06,4.908116489846751,,,,land,4.581321508348593,False,2,,,0.0,871.3333333333334
,,,,450.0,condos,114.38073836093548,False,2,2.0,4.0,2.0,
2005-10-07,320.92530253780063,,,,land,362.74690483616837,True,2,,,0.0,9002.333333333334
2021-09-03,727.2916141163095,1907.0,2.0,2500.0,single_family,818.1981514468854,True,5,5.0,,9.0,637.3333333333334
2022-08-03,138.20958267146506,,1.0,,condos,142.76141338435642,True,5,3.0,3.0,3.0,
2008-11-18,66.20565518129342,1904.0,,,condos,70.0105425713554,True,2,2.0,4.0,1.0,
2022-08-30,14.527356294093233,1897.0,,415.3333333333333,single_family,35.49379639868858,False,5,4.0,2.0,2.0,490.6666666666667
2003-05-05,65.21046998636119,1888.0,,,condos,109.1124167264443,True,2,2.0,4.0,3.0,
2009-11-10,5.484029860865986,1885.0,,,multi_family,35.46726244993426,False,1,8.0,,6.0,1125.0
2019-11-04,72.75307867821309,1891.0,,466.6666666666667,condos,127.32560356505003,True,2,3.0,3.0,2.0,
2020-07-09,254.3747373794968,2017.0,2.0,1016.6666666666666,single_family,400.0347425902954,True,5,3.0,3.0,4.0,663.6666666666666
2015-08-31,3.2929207873475113,1902.0,2.0,507.6666666666667,single_family,50.02469737868337,False,2,4.0,2.0,2.0,2050.3333333333335
2022-02-03,72.72212772435022,1966.0,1.0,,condos,79.99208276464473,True,5,2.0,100.0,2.0,
2021-07-20,69.08865709471768,2006.0,1.0,345.0,condos,66.39769028649933,True,5,2.0,30.0,1.0,
,,1914.0,,733.3333333333334,condos,163.4670194760982,False,1,3.0,10.0,4.0,
2015-05-22,73.83264661250841,1919.0,,1000.0,condos,90.74780657681079,True,2,4.0,17.0,4.0,
2017-02-02,73.81080511146882,1993.0,1.0,383.3333333333333,condos,74.59070374988559,True,5,1.0,7.0,2.0,
2016-12-22,105.4201941618317,2005.0,1.0,433.0,condos,118.18744575090848,True,2,2.0,12.0,2.0,
2018-06-13,281.82813191756037,1998.0,2.0,1298.6666666666667,single_family,340.95376260863543,True,2,4.0,2.0,4.0,885.6666666666666
1990-08-20,15.103411535631347,1920.0,2.0,598.6666666666666,single_family,45.46910421625985,False,2,4.0,2.0,2.0,1541.6666666666667
,,1924.0,2.0,430.6666666666667,single_family,54.55393738033498,False,2,3.0,2.0,2.0,
1997-04-23,26.92554326548897,1923.0,2.0,449.3333333333333,single_family,68.19186552259858,False,2,3.0,2.0,2.0,1250.0
1981-07-08,9.297557549754647,1920.0,1.0,848.6666666666666,single_family,86.37854606296867,False,5,3.0,,3.0,
,,,,1500.0,single_family,290.8949963208696,False,2,4.0,,,
1995-02-24,16.382865195837912,1950.0,2.0,320.0,single_family,58.201254653895816,False,5,3.0,1.0,2.0,1250.0
2023-05-10,12.121730887671783,1972.0,,533.3333333333334,single_family,44.37499498449605,False,5,3.0,2.0,2.0,1250.3333333333333
2014-10-30,50.766821591932285,1888.0,2.0,,single_family,68.18630902630737,False,5,5.0,3.0,2.0,3333.3333333333335
2004-08-03,123.47620923507283,2000.0,2.0,,single_family,227.29838359208418,True,2,4.0,2.0,4.0,1041.6666666666667
,,1904.0,2.0,986.3333333333334,single_family,96.21266275839022,False,2,3.0,2.0,3.0,2983.3333333333335
2023-05-22,85.46147910650834,1966.0,2.0,966.6666666666666,condos,119.1098319068231,True,5,3.0,39.0,4.0,
2000-04-14,13.858933923515192,1907.0,1.0,293.3333333333333,single_family,14.468849133092087,False,5,2.0,2.0,1.0,1333.3333333333333
,,1924.0,1.0,1000.0,condos,72.73920314248234,False,2,4.0,17.0,4.0,
,,1892.0,1.0,320.0,multi_family,50.92040469684343,False,5,7.0,,2.0,871.3333333333334
2021-11-02,40.76461249481563,1979.0,1.0,,condos,58.01097670069229,False,3,2.0,23.0,2.0,
2019-03-01,47.28325387774943,1920.0,1.0,260.0,condos,50.909313923679655,False,2,1.0,6.0,1.0,
2021-02-25,78.19576138256954,1995.0,,466.6666666666667,condos,80.00804132501746,True,5,2.0,4.0,2.0,
2004-11-03,8.581651724417553,1967.0,,292.6666666666667,condos,8.671686242149885,False,5,2.0,3.0,1.0,
2023-09-13,56.366464185491616,1964.0,1.0,608.3333333333334,condos,151.86388195339143,True,5,2.0,40.0,2.0,
,,,,500.0,condos,52.48583975023503,False,5,3.0,3.0,2.0,
2020-12-30,14.587237194437757,1917.0,2.0,1074.6666666666667,single_family,72.73690248420115,False,2,5.0,2.0,4.0,
2018-09-10,51.8247578712086,2010.0,,433.3333333333333,condos,59.100796475492906,False,3,2.0,3.0,2.0,3541.6666666666665
2003-05-15,30.03453871030832,1924.0,2.0,294.0,single_family,27.41602940310038,False,2,3.0,1.0,2.0,1045.3333333333333
2023-04-20,18.19832143112513,1913.0,2.0,1066.6666666666667,single_family,72.73472833436074,False,5,5.0,2.0,3.0,2012.3333333333333
2010-09-08,51.185186349302256,1912.0,2.0,1833.3333333333333,single_family,213.66067181716292,False,2,5.0,3.0,7.0,4501.333333333333
2016-12-02,88.17925080431654,2001.0,1.0,416.6666666666667,condos,95.49866993787352,True,2,2.0,27.0,2.0,
,,1949.0,2.0,634.6666666666666,single_family,45.43626534686868,False,5,4.0,2.0,2.0,1558.3333333333333
2007-03-30,3.6558042053602398,,,,land,4.5365404483838585,False,2,,,0.0,
2000-12-07,41.36274043676728,1986.0,2.0,896.0,single_family,81.28743201580382,False,2,3.0,,3.0,1248.6666666666667
2015-08-06,29.653235068231403,1945.0,2.0,600.0,single_family,48.16890703639204,False,5,2.0,1.0,2.0,1250.3333333333333
,,1924.0,2.0,2583.3333333333335,townhomes,790.8735902990367,False,5,5.0,15.0,7.0,
2022-07-13,69.10524223332564,1951.0,2.0,1200.0,single_family,79.08958774655189,True,2,3.0,1.0,3.0,1750.0
,,1986.0,1.0,413.3333333333333,single_family,40.90679256070196,False,2,4.0,2.0,2.0,1250.0
,,1923.0,1.0,1000.0,condos,125.29590908940771,False,2,3.0,16.0,3.0,
2019-08-14,66.38052463643592,1982.0,,400.0,condos,57.31914087277073,True,5,2.0,29.0,2.0,
2019-09-06,8.65112196997532,1912.0,,384.0,single_family,29.009199375605153,False,5,2.0,2.0,3.0,1771.3333333333333
,,2000.0,1.0,284.6666666666667,condos,50.02196726005078,False,2,1.0,9.0,1.0,
2016-07-27,40.55846418371687,1911.0,,,condos,62.770216843199876,False,2,2.0,3.0,1.0,
1993-11-17,31.195297053047994,1959.0,1.0,250.0,condos,35.49246276144564,False,1,1.0,33.0,1.0,
2021-04-05,69.57417180868734,1993.0,1.0,407.0,condos,77.30067929383844,True,5,2.0,56.0,2.0,
2021-12-01,64.56390711029847,1904.0,2.0,,single_family,68.22690713554614,True,3,3.0,2.0,3.0,2003.6666666666667
1987-05-01,11.800560128882754,1972.0,2.0,344.0,single_family,41.84255659909369,False,2,3.0,1.0,2.0,2000.0
2022-06-17,113.61645130682817,1997.0,1.0,557.0,condos,118.18916156006905,True,2,3.0,4.0,2.0,
,,1906.0,2.0,,multi_family,,False,5,6.0,,2.0,
,,1916.0,2.0,276.0,single_family,32.04989055372536,False,5,2.0,2.0,1.0,1260.0
,,1911.0,2.0,540.6666666666666,single_family,81.80769419505482,False,5,3.0,2.0,2.0,3484.6666666666665
,,2006.0,,362.0,condos,41.80811131160506,False,2,3.0,3.0,2.0,
,,1880.0,2.0,,multi_family,24.571886454562613,False,2,6.0,,3.0,1452.0
2021-05-28,68.20312206470088,1917.0,,450.0,condos,79.1008173670427,True,5,2.0,4.0,2.0,
1994-09-01,13.649442495611511,1889.0,,433.3333333333333,single_family,81.83529192237711,False,2,1.0,1.0,0.0,1458.0
2000-07-07,114.40792051574547,1948.0,2.0,1108.0,single_family,306.3928824906877,True,5,4.0,3.0,3.0,2250.0
